Model,Brand,Date of Sale,Sale Price (€),Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location,Car Age at Sale
BMW 1 Series (SE Business),BMW,2024-04-29,13939.0,2019,51839,Hatchback,Manual,Diesel,Red BMW 1 SeriesBMW 1 116d 1.5 SE Business 5dr Nav1 previous owner,Donegal,5
BMW 1 Series (116i),BMW,2024-05-02,3411.0,2010,109088,Hatchback,Manual,Petrol,Red BMW 1 Series2.0 116i SE 3dr3 previous owners,Dublin,14
BMW M5 (V8),BMW,2024-05-02,27624.0,2013,55023,Saloon,Automatic,Petrol,Blue BMW M54.4 V8 M DCT 4dr,Wicklow,11
BMW X3 (M Sport),BMW,2024-05-02,20391.0,2015,51378,SUV,Automatic,Diesel,Grey BMW X3XDRIVE35D M SPORT 5DR STEP AUTO 3.02 previous owners,Galway,9
BMW 1 Series (M135i),BMW,2024-05-03,33333.0,2021,16392,Hatchback,Automatic,Petrol,BMW 1 SeriesM135i xDrive 2.0 5dr1 previous owner,Wexford,3
BMW 1 Series (118i),BMW,2024-05-04,4384.0,2008,87691,Convertible,Manual,Petrol,Navy BMW 1 Series2.0 118i SE Euro 4 2dr,Cork,16
BMW 1 Series (116d),BMW,2024-05-04,5254.0,2012,131083,Hatchback,Manual,Diesel,Grey BMW 1 Series2.0 116d Sport 5dr3 previous owners,Kildare,12
BMW 1 Series (116d),BMW,2024-05-05,13386.0,2017,31220,Hatchback,Manual,Diesel,Red BMW 1 Series116d ED PLUS 1.5 5dr2 previous owners,Sligo,7
BMW M3 (V8),BMW,2024-05-05,20072.0,2013,76245,Convertible,Manual,Petrol,Grey BMW M34.0 V8 Euro 5 2dr,Tipperary,11
BMW X1 (M Sport),BMW,2024-05-07,16353.0,2015,50837,SUV,Manual,Diesel,BMW X12.0 18d M Sport sDrive Euro 6 (s/s) 5dr1 previous owner,Kerry,9
BMW 3 Series Gran Turismo (330i),BMW,2024-05-12,18401.0,2016,78072,Hatchback,Automatic,Petrol,Silver BMW 3 SERIES2.0 330I M SPORT GRAN TURISMO 5d 248 BHP M SPORT PLUS PACKAGE,Laois,8
BMW X5 (40d),BMW,2024-05-13,12023.0,2010,117265,SUV,Automatic,Diesel,BMW X53.0 40d M Sport Auto xDrive 5dr,Dublin,14
BMW 1 Series (120i),BMW,2024-05-14,18995.0,2019,36000,Hatchback,Automatic,Petrol,Black BMW 1 Series2.0 120i GPF M Sport Auto Euro 6 (s/s) 5dr,Waterford,5
BMW 4 Series (MHT),BMW,2024-05-14,39249.0,2021,13406,Coupe,Automatic,Diesel Hybrid,BMW 4 Series420d M Sport Pro Edition Coupe 2.0 2dr1 previous owner,Cork,3
BMW 1 Series (114d),BMW,2024-05-14,6392.0,2013,102274,Hatchback,Manual,Diesel,Red BMW 1 Series1.6 114d ES Euro 5 (s/s) 5dr1 previous owner,Dublin,11
BMW 4 Series (MHT),BMW,2024-05-15,39995.0,2021,7283,Coupe,Automatic,Diesel Hybrid,Red BMW 4 Series420d M Sport Coupe 2.0 2dr1 previous owner,Cork,3
BMW 1 Series (M Sport),BMW,2024-05-15,12110.0,2014,62286,Hatchback,Manual,Diesel,"Black BMW 1 SERIES2.0 118D M SPORT 3d-2 OWNER CAR-HEXAGON ALCANTARA UPHOLSTERY-18"" ALLOYS-BLUETOOTH-RETRACTABLE ARMREST-REAR PARKING SENSORS-DAB RADIO-SPEED LIMITER-HIG2 previous owners",Dublin,10
BMW X4 (20d),BMW,2024-05-16,19361.0,2015,78231,SUV,Automatic,Diesel,Silver BMW X42.0 20d M Sport Auto xDrive Euro 6 (s/s) 5dr,Louth,9
BMW 4 Series Gran Coupe (M Sport),BMW,2024-05-17,15348.0,2014,87475,Hatchback,Automatic,Diesel,BMW 4 Series Gran Coupe2.0 420d M Sport Auto xDrive Euro 6 (s/s) 5dr2 previous owners,Cork,10
BMW 1 Series (120d),BMW,2024-05-19,8184.0,2014,108496,Hatchback,Manual,Diesel,Silver BMW 1 SERIES2.0 120D M SPORT 5d 181 BHP ** WARRANTY INCLUDED **,Kildare,10
BMW 5 Series (530d),BMW,2024-05-20,48240.0,2020,8419,Estate,Automatic,Diesel Hybrid,Black BMW 5 Series530d xDrive M Sport Touring 3.0 5dr1 previous owner,Cork,4
BMW 4 Series (420d),BMW,2024-05-21,36229.0,2021,5183,Coupe,Automatic,Diesel Hybrid,Red BMW 4 Series2.0 420d MHT M Sport Auto Euro 6 (s/s) 2dr2 previous owners,Sligo,3
BMW 4 Series (MHT),BMW,2024-05-21,56043.0,2022,3660,Convertible,Automatic,Petrol Hybrid,Red BMW 4 SeriesM440i xDrive Convertible 3.0 2dr1 previous owner,Sligo,2
BMW 6 Series (640d),BMW,2024-05-22,24341.0,2015,28638,Convertible,Automatic,Diesel,Navy BMW 6 Series3.0 640d M Sport Auto Euro 6 (s/s) 2dr2 previous owners,Limerick,9
BMW X3 (20d),BMW,2024-05-23,11262.0,2013,89180,SUV,Automatic,Diesel,Grey BMW X32.0 20d SE Auto xDrive Euro 5 (s/s) 5dr2 previous owners,Donegal,11
BMW 3 Series (M Sport),BMW,2024-05-23,8087.0,2012,81091,Convertible,Automatic,Diesel,Blue BMW 3 Series2.0 320d M Sport Steptronic Euro 5 2dr3 previous owners,Galway,12
BMW 2 Series Gran Coupe (218i),BMW,2024-05-23,29874.0,2021,11230,Saloon,Automatic,Petrol,Blue BMW 2 Series218i M Sport Gran Coupe 1.5 4dr2 previous owners,Cavan,3
BMW 3 Series (SE),BMW,2024-05-23,9525.0,2013,92538,Estate,Automatic,Diesel,Blue BMW 3 Series2.0 320d SE Touring 5dr Diesel Auto xDrive Euro 5 (s/s) (184 ps)5 previous owners,Waterford,11
BMW 5 Series (520d),BMW,2024-05-23,15154.0,2015,54775,Saloon,Automatic,Diesel,Grey BMW 5 SERIES2.0 520D M SPORT 4d AUTO 188 BHP HEATED SEATS.CRUISE CONTROL.SAT NAV,Dublin,9
BMW 1 Series (116d),BMW,2024-05-25,30101.0,2021,18485,Hatchback,Automatic,Diesel,Black BMW 1 Series116d M Sport 1.5 5dr1 previous owner,Kilkenny,3
BMW X5 (40d),BMW,2024-05-26,16277.0,2011,77174,SUV,Automatic,Diesel,Grey BMW X53.0 40d M Sport Auto xDrive 5dr2 previous owners,Cork,13
BMW X1 (M Sport),BMW,2024-05-26,21685.0,2018,24725,SUV,Automatic,Diesel,Blue BMW X12.0 18d M Sport SUV 5dr Diesel Auto sDrive Euro 6 (s/s) (150 ps)1 previous owner,Galway,6
BMW 3 Series (318i),BMW,2024-05-26,3703.0,2009,95276,Saloon,Manual,Petrol,Grey BMW 3 Series2.0 318i SE Euro 4 4dr,Tipperary,15
BMW 4 Series (MHT),BMW,2024-05-26,43099.0,2021,7421,Coupe,Automatic,Diesel Hybrid,Blue BMW 4 Series430d xDrive M Sport Coupe 3.0 2dr1 previous owner,Dublin,3
BMW M3 (BiTurbo),BMW,2024-05-28,29583.0,2014,47326,Saloon,Automatic,Petrol,Red BMW M33.0 BiTurbo DCT Euro 6 (s/s) 4dr,Cork,10
BMW X5 (30d),BMW,2024-05-28,49751.0,2020,22633,SUV,Automatic,Diesel,Blue BMW X5 SeriesX5 xDrive30d M Sport 3.0 5dr1 previous owner,Dublin,4
BMW X5 (M Sport),BMW,2024-05-28,23946.0,2016,103175,SUV,Automatic,Diesel,Black BMW X53.0 30d M Sport SUV 5dr Diesel Auto xDrive Euro 6 (s/s) (258 ps)1 previous owner,Dublin,8
BMW 1 Series (M Sport),BMW,2024-05-28,5406.0,2011,103245,Hatchback,Manual,Diesel,Red BMW 1 SERIES2.0 120D M SPORT 3d 175 BHP4 previous owners,Cork,13
BMW 1 Series (Shadow Edition),BMW,2024-05-29,25168.0,2018,22015,Hatchback,Automatic,Petrol,Black BMW 1 Series3L Shadow Edition M140i 5dr,Galway,6
BMW 5 Series (520d),BMW,2024-05-29,6235.0,2009,92189,Saloon,Automatic,Diesel,Grey BMW 5 Series2.0 520d M Sport Business Edition 4dr,Meath,15
BMW 1 Series (M Sport),BMW,2024-05-30,1324.0,2010,96638,Hatchback,Manual,Diesel,Navy BMW 1 Series2.0 118d M Sport Euro 5 5dr3 previous owners,Louth,14
BMW M2 (i),BMW,2024-05-31,34707.0,2018,32046,Coupe,Automatic,Petrol,Navy BMW M23.0i DCT Euro 6 (s/s) 2dr,Galway,6
BMW X3 (xLine),BMW,2024-05-31,32640.0,2019,16614,SUV,Automatic,Petrol,Red BMW X3 SeriesX3 xDrive20i xLine 2.0 5dr1 previous owner,Cavan,5
BMW 8 Series Gran Coupe (840i),BMW,2024-06-01,65342.0,2021,11734,Saloon,Automatic,Petrol,Blue BMW 8 Series840i Gran Coupe 3.0 4dr1 previous owner,Cork,3
BMW 5 Series (M Sport),BMW,2024-06-02,18384.0,2014,46928,Estate,Automatic,Diesel,BMW 5 Series3.0 530d M Sport Touring Auto Euro 6 (s/s) 5dr2 previous owners,Cork,10
BMW 1 Series (118d),BMW,2024-06-02,15187.0,2015,26156,Hatchback,Automatic,Diesel,Grey BMW 1 Series2L Sport 118d 5dr,Carlow,9
BMW 5 Series (M Sport),BMW,2024-06-03,17829.0,2017,146033,Saloon,Automatic,Diesel,BMW 5 Series2.0 520d M Sport Auto xDrive Euro 6 (s/s) 4dr2 previous owners,Cork,7
BMW 1 Series (Sport),BMW,2024-06-04,7083.0,2013,106176,Hatchback,Manual,Diesel,Blue BMW 1 Series2.0 116d Sport 3dr1 previous owner,Cork,11
BMW 3 Series (M Sport),BMW,2024-06-06,9127.0,2010,88450,Convertible,Automatic,Diesel,Red BMW 3 Series2.0 320d M Sport Steptronic Euro 5 2dr,Wicklow,14
BMW 4 Series Gran Coupe (435d),BMW,2024-06-07,21208.0,2017,62058,Hatchback,Automatic,Diesel,Navy BMW 4 Series Gran Coupe3.0 435d M Sport Auto xDrive Euro 6 (s/s) 5dr3 previous owners,Cork,7
BMW X4 (M Sport X),BMW,2024-06-07,32874.0,2020,27173,SUV,Automatic,Diesel Hybrid,BMW X42.0 20d MHT M Sport X SUV 5dr Diesel Hybrid Auto xDrive Euro 6 (s/s) (190 ps)2 previous owners,Dublin,4
BMW M4 (BiTurbo),BMW,2024-06-07,39402.0,2019,17029,Coupe,Automatic,Petrol,Red BMW M43.0 BiTurbo GPF Competition DCT Euro 6 (s/s) 2dr3 previous owners,Clare,5
BMW X1 (18d),BMW,2024-06-08,13911.0,2017,95330,SUV,Automatic,Diesel,Silver BMW X1sDrive 18d SE 5dr Step Auto (FULL LEATHER+SAT NAV) 2.0,Kildare,7
BMW M5 (V8),BMW,2024-06-09,52408.0,2019,36170,Saloon,Automatic,Petrol,Blue BMW M5 SeriesM5 Saloon 4.4 4dr1 previous owner,Kerry,5
BMW 6 Series Gran Coupe (640d),BMW,2024-06-09,19393.0,2016,85052,Saloon,Automatic,Diesel,Blue BMW 6 Series Gran Coupe3.0 640d M Sport Auto Euro 6 (s/s) 4dr1 previous owner,Clare,8
BMW 4 Series Gran Coupe (420d),BMW,2024-06-10,22088.0,2019,56583,Hatchback,Automatic,Diesel,Grey BMW 4 Series Gran Coupe2L M Sport 420d 5dr,Wicklow,5
BMW 4 Series (M440i),BMW,2024-06-11,47114.0,2020,17562,Coupe,Automatic,Petrol Hybrid,Blue BMW 4 SeriesM440i xDrive Coupe 3.0 2dr2 previous owners,Cavan,4
BMW 5 Series (520d),BMW,2024-06-17,9569.0,2014,135381,Saloon,Automatic,Diesel,Red BMW 5 Series2.0 520d M Sport Auto Euro 6 (s/s) 4dr2 previous owners,Galway,10
BMW 3 Series Gran Turismo (SE),BMW,2024-06-18,10142.0,2013,95790,Hatchback,Manual,Petrol,Grey BMW 3 Series Gran Turismo2.0 320i SE GT Euro 6 (s/s) 5dr2 previous owners,Galway,11
BMW X5 (M Sport),BMW,2024-06-19,30172.0,2015,41020,SUV,Automatic,Diesel,Black BMW X53.0 30d M Sport Auto xDrive Euro 6 (s/s) 5dr3 previous owners,Dublin,9
BMW 1 Series (M135i),BMW,2024-06-21,32755.0,2020,20293,Hatchback,Automatic,Petrol,BMW 1 SeriesM135i xDrive 2.0 5dr1 previous owner,Meath,4
BMW X3 (M Sport),BMW,2024-06-24,30310.0,2019,27177,SUV,Automatic,Diesel,BMW X32L M Sport 20d 5dr,Galway,5
BMW 5 Series (M Sport),BMW,2024-06-24,9225.0,2013,114282,Estate,Manual,Diesel,Black BMW 5 Series2.0 520d M Sport Touring Euro 5 (s/s) 5dr2 previous owners,Limerick,11
BMW 5 Series (540i),BMW,2024-06-25,27133.0,2018,61862,Saloon,Automatic,Petrol,"Red BMW 5 SERIES3.0 540I XDRIVE M SPORT 4d 335 BHP DAB RADIO, HEATED MEMORY SEATS,",Cork,6
BMW 4 Series Gran Coupe (M Sport),BMW,2024-06-26,17954.0,2015,75126,Hatchback,Automatic,Diesel,Black BMW 4 Series Gran Coupe3.0 435d M Sport Auto xDrive Euro 6 (s/s) 5dr4 previous owners,Carlow,9
BMW X3 (20i),BMW,2024-06-27,44271.0,2022,5656,SUV,Automatic,Petrol Hybrid,Grey BMW X3 SeriesX3 xDrive20i M Sport 2.0 5dr1 previous owner,Waterford,2
BMW 5 Series (518d),BMW,2024-06-28,7793.0,2015,133435,Saloon,Automatic,Diesel,Silver BMW 5 Series2.0 518d SE Saloon 4dr Diesel Auto Euro 6 (s/s) (150 ps)1 previous owner,Meath,9
BMW 6 Series Gran Coupe (M Sport),BMW,2024-06-28,19091.0,2015,67326,Saloon,Automatic,Diesel,BMW 6 Series Gran Coupe3.0 640d M Sport Auto Euro 5 (s/s) 4dr2 previous owners,Cork,9
BMW X1 (20d),BMW,2024-06-29,21402.0,2017,37648,SUV,Automatic,Diesel,BMW X1xDrive 20d M Sport 5dr Step Auto 2.0,Roscommon,7
BMW X5 (M Sport),BMW,2024-07-02,23779.0,2015,48362,SUV,Automatic,Diesel,Grey BMW X52.0 25d M Sport Auto xDrive Euro 6 (s/s) 5dr2 previous owners,Kildare,9
BMW 3 Series (320i),BMW,2024-07-02,33412.0,2021,3981,Saloon,Automatic,Petrol,Red BMW 3 SERIES320i M Sport 4dr Step Auto [Pro Pack] 2.0,Galway,3
BMW 1 Series (Sport),BMW,2024-07-04,11248.0,2015,44321,Hatchback,Manual,Petrol,Blue BMW 1 SERIES1.6 116I SPORT 5d 135 BHP FINANCE TODAY FROM 6.9% APR2 previous owners,Dublin,9
BMW 4 Series (MHT),BMW,2024-07-04,40252.0,2021,10426,Coupe,Automatic,Diesel Hybrid,Grey BMW 4 Series430d xDrive M Sport Coupe 3.0 2dr1 previous owner,Dublin,3
BMW X3 (M Sport),BMW,2024-07-05,36196.0,2019,20652,SUV,Automatic,Petrol,Black BMW X3 SeriesX3 xDrive20i M Sport 2.0 5dr1 previous owner,Cork,5
BMW X1 (SE),BMW,2024-07-07,17413.0,2017,37619,SUV,Automatic,Diesel,BMW X12.0 sDrive18d SE 5dr,Waterford,7
BMW 1 Series (SE Business),BMW,2024-07-08,10617.0,2018,94392,Hatchback,Manual,Diesel,Black BMW 1 SERIES1.5 116D SE BUSINESS 5d 114 BHP ECONOMICAL 114HP 1.5L BMW 116D SE2 previous owners,Wicklow,6
BMW X5 (30d),BMW,2024-07-08,10211.0,2012,110581,SUV,Automatic,Diesel,Silver BMW X53.0 30d M Sport Steptronic xDrive Euro 5 5dr3 previous owners,Meath,12
BMW X1 (M Sport),BMW,2024-07-09,12673.0,2014,28918,SUV,Manual,Diesel,Black BMW X12.0 18d M Sport xDrive 5dr2 previous owners,Westmeath,10
BMW X1 (M Sport),BMW,2024-07-10,10417.0,2011,62770,SUV,Automatic,Diesel,BMW X12.0 20d M Sport Steptronic xDrive Euro 5 5dr,Dublin,13
BMW X5 (30d),BMW,2024-07-10,52218.0,2019,10027,SUV,Automatic,Diesel,Silver BMW X5 SeriesX5 xDrive30d M Sport 3.0 5dr1 previous owner,Offaly,5
BMW 6 Series (640d),BMW,2024-07-10,13215.0,2013,112758,Convertible,Automatic,Diesel,Black BMW 6 Series3.0 640d M Sport Convertible 2dr Diesel Auto Euro 5 (s/s) (313 ps)1 previous owner,Clare,11
BMW 4 Series (430i),BMW,2024-07-11,41800.0,2021,19567,Convertible,Automatic,Petrol,Black BMW 4 Series430i M Sport Convertible 2.0 2dr1 previous owner,Cork,3
BMW 2 Series Gran Coupe (218i),BMW,2024-07-11,25026.0,2020,15277,Saloon,Automatic,Petrol,Grey BMW 2 Series218i Sport Gran Coupe 1.5 4dr2 previous owners,Kerry,4
BMW 4 Series (M440d),BMW,2024-07-12,53155.0,2022,4483,Convertible,Automatic,Diesel Hybrid,Navy BMW 4 SeriesM440d xDrive Convertible 3.0 2dr1 previous owner,Westmeath,2
BMW X1 (M Sport),BMW,2024-07-12,13092.0,2012,42326,SUV,Automatic,Diesel,Blue BMW X12.0 20d M Sport Steptronic xDrive Euro 5 5dr2 previous owners,Donegal,12
BMW 5 Series (530d),BMW,2024-07-12,22330.0,2017,55722,Saloon,Automatic,Diesel,Red BMW 5 Series530d xDrive SE Saloon Auto with Heads Up Display Electric Seats Wireless 3.0 4dr,Carlow,7
BMW X3 (30d),BMW,2024-07-14,33693.0,2019,37499,SUV,Automatic,Diesel,Black BMW X3xDrive30d M Sport 5dr Step Auto 3.0,Cork,5
BMW 4 Series Gran Coupe (430d),BMW,2024-07-14,21637.0,2018,70425,Hatchback,Automatic,Diesel,Black BMW 4 Series430d xDrive M Sport 5dr Auto [Professional Media] Leather Seats 3.0,Galway,6
BMW Z4 (M Sport),BMW,2024-07-14,14138.0,2015,79194,Convertible,Automatic,Petrol,Navy BMW Z42.0 28i M Sport Convertible 2dr Petrol Auto sDrive Euro 6 (245 ps),Offaly,9
BMW 1 Series (M140i),BMW,2024-07-14,23943.0,2019,33490,Hatchback,Automatic,Petrol,Grey BMW 1 Series3.0 M140i Shadow Edition Auto Euro 6 (s/s) 5dr4 previous owners,Dublin,5
BMW 4 Series Gran Coupe (M Sport),BMW,2024-07-14,23658.0,2019,30545,Hatchback,Automatic,Diesel,Black BMW 4 Series Gran Coupe430d M Sport Gran Coupe 3.0 5dr1 previous owner,Cork,5
BMW X5 (SE),BMW,2024-07-15,8314.0,2010,117401,SUV,Automatic,Diesel,"BMW X53.0 XDRIVE30D SE 5d 241 BHP 2 KYES, LEATHER + SATNAV",Offaly,14
BMW M3 (Competition),BMW,2024-07-16,36309.0,2016,42425,Saloon,Automatic,Petrol,Silver BMW M33.0 BiTurbo Competition DCT Euro 6 (s/s) 4dr,Mayo,8
BMW X3 (M Sport),BMW,2024-07-17,34672.0,2019,6254,SUV,Automatic,Petrol,Blue BMW X3 SeriesX3 xDrive20i M Sport 2.0 5dr1 previous owner,Louth,5
BMW 2 Series (M235i),BMW,2024-07-18,16924.0,2014,60316,Coupe,Manual,Petrol,Grey BMW 2 Series3.0 M235i Euro 6 (s/s) 2dr4 previous owners,Westmeath,10
BMW 3 Series (318d),BMW,2024-07-18,33788.0,2022,13582,Saloon,Automatic,Diesel Hybrid,Silver BMW 3 Series318d M Sport Saloon 2.0 4dr1 previous owner,Louth,2
BMW 3 Series (M Sport),BMW,2024-07-18,4226.0,2010,134720,Saloon,Manual,Diesel,BMW 3 Series2.0 318d M Sport Saloon 4dr Diesel Manual Euro 5 (143 ps)3 previous owners,Galway,14
BMW 5 Series (530d),BMW,2024-07-19,45096.0,2022,12474,Saloon,Automatic,Diesel Hybrid,Blue BMW 5 Series530d xDrive M Sport Saloon 3.0 4dr1 previous owner,Galway,2
BMW 1 Series (116d),BMW,2024-07-19,7306.0,2013,75743,Hatchback,Manual,Diesel,BMW 1 SERIES2.0 116d SE Hatchback 5dr Diesel Manual Euro 5 (s/s) (116 ps)3 previous owners,Sligo,11
BMW 3 Series (320i),BMW,2024-07-22,16200.0,2013,31066,Saloon,Automatic,Petrol,Navy BMW 3 Series2.0 320i M Sport Auto Euro 6 (s/s) 4dr1 previous owner,Longford,11
BMW 5 Series (MHT),BMW,2024-07-24,40175.0,2021,12060,Saloon,Automatic,Diesel Hybrid,Navy BMW 5 Series520d M Sport Saloon 2.0 4dr1 previous owner,Dublin,3
BMW X1 (xLine),BMW,2024-07-27,21228.0,2017,25950,SUV,Automatic,Petrol,"BMW X1X1 2.0 20i xLine SUV 5dr Petrol Auto xDrive (s/s) (192 ps) | POWER BOOT,XENONS,4WD2 previous owners",Dublin,7
BMW X3 (SE),BMW,2024-07-28,12442.0,2011,56924,SUV,Automatic,Diesel,Red BMW X32.0 20d SE Steptronic xDrive Euro 5 (s/s) 5dr3 previous owners,Roscommon,13
BMW M4 (BiTurbo),BMW,2024-07-29,42907.0,2019,19175,Coupe,Automatic,Petrol,Red BMW M43.0 M4 COMPETITION 2d 444 BHP2 previous owners,Cork,5
BMW M2 (Competition),BMW,2024-07-31,48650.0,2020,12370,Coupe,Automatic,Petrol,Red BMW M23.0 BiTurbo GPF Competition Coupe 2dr Petrol DCT Euro 6 (s/s) (410 ps),Dublin,4
BMW M3 (BiTurbo),BMW,2024-07-31,30297.0,2016,65330,Saloon,Automatic,Petrol,Black BMW M33.0 BiTurbo DCT Euro 6 (s/s) 4dr4 previous owners,Waterford,8
BMW 5 Series (520d),BMW,2024-08-01,8894.0,2014,121445,Saloon,Manual,Diesel,Black BMW 5 Series2.0 520d M Sport Euro 6 (s/s) 4dr,Waterford,10
BMW X5 (M Sport),BMW,2024-08-02,30325.0,2015,88120,SUV,Automatic,Petrol,Grey BMW X54.4 50i V8 M Sport Auto xDrive Euro 6 (s/s) 5dr2 previous owners,Waterford,9
BMW 3 Series (318d),BMW,2024-08-02,6861.0,2013,111153,Saloon,Manual,Diesel,Black BMW 3 Series2.0 318d SE Saloon 4dr Diesel Manual Euro 5 (s/s) (143 ps)4 previous owners,Dublin,11
BMW 1 Series (Sport Plus Edition),BMW,2024-08-02,4916.0,2012,130375,Coupe,Manual,Diesel,Black BMW 1 Series2.0 118d Sport Plus Edition Euro 5 (s/s) 2dr4 previous owners,Cork,12
BMW X5 (40d),BMW,2024-08-02,66302.0,2021,5657,SUV,Automatic,Diesel Hybrid,Silver BMW X5 SeriesX5 xDrive40d M Sport 3.0 5dr1 previous owner,Dublin,3
BMW 4 Series (428i),BMW,2024-08-04,11199.0,2013,42799,Coupe,Automatic,Petrol,Red BMW 4 SERIES2.0 428I M SPORT 2d 242 BHP FINANCE AVAILABLE - FRESH STOCK4 previous owners,Louth,11
BMW 2 Series (M Sport),BMW,2024-08-06,11783.0,2015,60243,Coupe,Manual,Diesel,Blue BMW 2 Series2.0 218d M Sport Euro 6 (s/s) 2dr1 previous owner,Dublin,9
BMW 4 Series (MHT),BMW,2024-08-06,45927.0,2021,1635,Coupe,Automatic,Petrol Hybrid,Blue BMW 4 SeriesM440i xDrive Coupe 3.0 2dr1 previous owner,Kerry,3
BMW X6 (M Sport),BMW,2024-08-07,23301.0,2015,90233,SUV,Automatic,Diesel,Black BMW X63.0 30d M Sport Auto xDrive Euro 6 (s/s) 5dr3 previous owners,Dublin,9
BMW 3 Series Gran Turismo (320d),BMW,2024-08-08,8459.0,2013,98222,Hatchback,Manual,Diesel,Black BMW 3 Series Gran Turismo2.0 320d M Sport GT Euro 6 (s/s) 5dr5 previous owners,Meath,11
BMW 3 Series (EfficientDynamics),BMW,2024-08-09,8364.0,2014,111593,Saloon,Automatic,Diesel,Red BMW 3 Series2.0 320d ED EfficientDynamics Auto Euro 5 (s/s) 4dr3 previous owners,Cork,10
BMW 4 Series (MHT),BMW,2024-08-11,47795.0,2021,3884,Coupe,Automatic,Petrol Hybrid,Grey BMW 4 SeriesM440i xDrive Coupe 3.0 2dr1 previous owner,Limerick,3
BMW 7 Series (760Li V12),BMW,2024-08-12,25447.0,2014,28916,Saloon,Automatic,Petrol,Red BMW 7 Series6.0 760Li V12 SE (s/s) 4dr2 previous owners,Waterford,10
BMW 1 Series (118i),BMW,2024-08-12,17492.0,2017,48212,Hatchback,Automatic,Petrol,Blue BMW 1 Series1.5 118i M Sport Shadow Edition Auto Euro 6 (s/s) 5dr2 previous owners,Westmeath,7
BMW 5 Series (MHT),BMW,2024-08-12,41738.0,2021,8537,Saloon,Automatic,Diesel Hybrid,Red BMW 5 Series520d M Sport Saloon 2.0 4dr1 previous owner,Dublin,3
BMW 4 Series (420d),BMW,2024-08-13,18711.0,2017,43952,Coupe,Automatic,Diesel,Grey BMW 4 Series2.0 420d M Sport Auto Euro 6 (s/s) 2dr,Offaly,7
BMW 5 Series (535d),BMW,2024-08-13,11734.0,2011,98865,Saloon,Automatic,Diesel,Blue BMW 5 Series3.0 535d M Sport Steptronic Euro 5 4dr3 previous owners,Dublin,13
BMW X3 (20d),BMW,2024-08-13,27292.0,2018,32017,SUV,Automatic,Diesel,Black BMW X32.0 XDRIVE20D SE 5d 188 BHP,Roscommon,6
BMW 1 Series (SE),BMW,2024-08-14,10159.0,2013,56282,Hatchback,Automatic,Petrol,Navy BMW 1 Series1.6 116i SE Auto Euro 6 (s/s) 5dr,Wexford,11
BMW X1 (M Sport),BMW,2024-08-14,8449.0,2011,106577,SUV,Automatic,Diesel,Blue BMW X12.0 23d M Sport SUV 5dr Diesel Steptronic xDrive Euro 5 (204 ps)2 previous owners,Galway,13
BMW M4 (BiTurbo),BMW,2024-08-15,86521.0,2022,3957,Convertible,Automatic,Petrol,BMW M4 SeriesM4 Competition M xDrive Convertible 3.0 2dr1 previous owner,Cavan,2
BMW X1 (xLine),BMW,2024-08-18,19607.0,2019,64435,SUV,Automatic,Petrol,Blue BMW X12L xLine 20i 5dr,Waterford,5
BMW X3 (35d),BMW,2024-08-18,20901.0,2016,64187,SUV,Automatic,Diesel,Red BMW X33.0 xDrive35d M Sport 5dr,Kerry,8
BMW 5 Series (520d),BMW,2024-08-20,14130.0,2015,85109,Estate,Automatic,Diesel,Navy BMW 5 SERIES2.0 520D M SPORT TOURING 5d 188 BHP,Cork,9
BMW X1 (18i),BMW,2024-08-21,30474.0,2021,7612,SUV,Manual,Petrol,Red BMW X1sDrive 18i [136] M Sport 5dr 1.5,Kerry,3
BMW 6 Series (M Sport),BMW,2024-08-21,22145.0,2015,44013,Convertible,Automatic,Diesel,Silver BMW 6 Series3.0 640d M Sport Auto Euro 6 (s/s) 2dr3 previous owners,Waterford,9
BMW 8 Series Gran Coupe (840i),BMW,2024-08-23,43759.0,2020,29376,Saloon,Automatic,Petrol,BMW 8 Series840i Gran Coupe 3.0 4dr1 previous owner,Galway,4
BMW X3 (Pro Edition),BMW,2024-08-25,62440.0,2022,5185,SUV,Automatic,Diesel Hybrid,Navy BMW X3 SeriesX3 M40d M Pro Edition 3.0 5dr1 previous owner,Dublin,2
BMW 4 Series Gran Coupe (435d),BMW,2024-08-27,25472.0,2015,40437,Hatchback,Automatic,Diesel,Red BMW 4 Series Gran Coupe3.0 435d M Sport Auto xDrive Euro 6 (s/s) 5dr2 previous owners,Mayo,9
BMW 3 Series (330i),BMW,2024-08-29,32196.0,2020,17281,Saloon,Automatic,Petrol,Grey BMW 3 Series330i M Sport Saloon 2.0 4dr3 previous owners,Westmeath,4
BMW 3 Series (325i),BMW,2024-08-29,5350.0,2009,114847,Coupe,Automatic,Petrol,Red BMW 3 Series3.0 325i SE Steptronic Euro 4 2dr6 previous owners,Monaghan,15
BMW 3 Series (M340i),BMW,2024-08-30,47322.0,2021,10248,Saloon,Automatic,Petrol Hybrid,Silver BMW 3 Series3.0 M340i MHT Auto xDrive Euro 6 (s/s) 4dr1 previous owner,Kilkenny,3
BMW 3 Series (M Sport Pro Edition),BMW,2024-08-30,37924.0,2020,29293,Saloon,Automatic,Diesel,BMW 3 Series330d M Sport Pro Edition Saloon 3.0 4dr2 previous owners,Dublin,4
